"","nmz","ndz","a","c","e","g","b","x","PGS","A","p1","p2","p3","p4","p5","p6","p7","p8","Smz","Sdz"
"29",4000,4000,0.836660026534076,0.547722557505166,0.547722557505166,0.1,0.05,0,0.1,0.9,0.962,0.881,0.647,0.22,0.875,0.81,0.329,0.132,0.218075390738633,0.185896158948861
"30",4000,4000,0.894427190999916,0.547722557505166,0.547722557505166,0.1,0.05,0,0.1,0.9,0.95,0.858,0.616,0.208,0.852,0.783,0.311,0.127,0.214877255214268,0.182933426964271
"31",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.1,0,0.1,0.9,0.505,0.929,0.05,0.8,0.55,0.819,0.05,0.506,0.136491106406735,0.0732455532033677
"32",4000,4000,0.707106781186548,0.547722557505166,0.547722557505166,0,0.1,0,0.1,0.9,0.473,0.906,0.05,0.763,0.515,0.785,0.05,0.471,0.137655778397554,0.0733733437442315
"33",4000,4000,0.774596669241483,0.547722557505166,0.547722557505166,0,0.1,0,0.1,0.9,0.444,0.881,0.05,0.727,0.483,0.751,0.05,0.441,0.137432778206914,0.0728830557701236
"34",4000,4000,0.836660026534076,0.547722557505166,0.547722557505166,0,0.1,0,0.1,0.9,0.418,0.856,0.05,0.693,0.455,0.719,0.05,0.415,0.136409234851396,0.0720507712718519
"35",4000,4000,0.894427190999916,0.547722557505166,0.547722557505166,0,0.1,0,0.1,0.9,0.395,0.831,0.05,0.661,0.43,0.689,0.05,0.392,0.134918170142845,0.071030513642851
"36",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.05,0.1,0,0.1,0.9,0.953,0.992,0.27,0.783,0.915,0.962,0.14,0.48,0.214736659610103,0.151491106406735
"37",4000,4000,0.707106781186548,0.547722557505166,0.547722557505166,0.05,0.1,0,0.1,0.9,0.935,0.986,0.249,0.744,0.89,0.947,0.132,0.447,0.21557457668724,0.151292142033918
"38",4000,4000,0.774596669241483,0.547722557505166,0.547722557505166,0.05,0.1,0,0.1,0.9,0.916,0.979,0.232,0.708,0.864,0.93,0.125,0.418,0.214482500643704,0.149932778206914
"39",4000,4000,0.836660026534076,0.547722557505166,0.547722557505166,0.05,0.1,0,0.1,0.9,0.895,0.97,0.218,0.674,0.838,0.911,0.12,0.393,0.212306159969402,0.147947696389858
"40",4000,4000,0.894427190999916,0.547722557505166,0.547722557505166,0.05,0.1,0,0.1,0.9,0.873,0.959,0.206,0.642,0.812,0.892,0.115,0.371,0.209520112357125,0.145632455857131
"41",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.1,0,0.1,0.9,0.999,0.999,0.734,0.763,0.994,0.995,0.384,0.454,0.30298221281347,0.239736659610103
"42",4000,4000,0.707106781186548,0.547722557505166,0.547722557505166,0.1,0.1,0,0.1,0.9,0.999,0.999,0.692,0.724,0.99,0.992,0.356,0.422,0.302584284067836,0.238301849414513
"43",4000,4000,0.774596669241483,0.547722557505166,0.547722557505166,0.1,0.1,0,0.1,0.9,0.997,0.998,0.655,0.687,0.985,0.987,0.333,0.395,0.299865556413828,0.235315833977038
"44",4000,4000,0.836660026534076,0.547722557505166,0.547722557505166,0.1,0.1,0,0.1,0.9,0.996,0.996,0.621,0.654,0.978,0.981,0.313,0.372,0.295895392779716,0.231536929200171
"45",4000,4000,0.894427190999916,0.547722557505166,0.547722557505166,0.1,0.1,0,0.1,0.9,0.993,0.994,0.59,0.623,0.97,0.974,0.296,0.351,0.291264911714262,0.227377255214268
