"","nmz","ndz","a","c","e","g","b","x","PGS","A","e1","e2","e3","e4","e5","e6","e7","e8","e9","Smz","Sdz"
"12",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0,0.1,0,0.02,0.98,0.05,0.05,0.2,0,0.2,0.025,0.2,0,0.2,0.151421356237309,0.0807106781186548
"13",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.05,0,0,0.02,0.98,0.05,0.05,0.067,0.05,0,0.05,0.057,0.05,0,0.0757106781186547,0.0757106781186547
"14",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.05,0.05,0,0.02,0.98,0.075,0.075,0.167,0.05,0.1,0.062,0.157,0.05,0.1,0.15392135623731,0.118566017177982
"15",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.05,0.1,0,0.02,0.98,0.1,0.1,0.267,0.05,0.2,0.075,0.257,0.05,0.2,0.237132034355964,0.16642135623731
"16",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.1,0,0,0.02,0.98,0.1,0.1,0.133,0.1,0,0.1,0.114,0.1,0,0.16142135623731,0.16142135623731
"17",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.1,0.05,0,0.02,0.98,0.125,0.125,0.233,0.1,0.1,0.113,0.214,0.1,0.1,0.244632034355964,0.209276695296637
"18",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.1,0.1,0,0.02,0.98,0.15,0.15,0.333,0.1,0.2,0.125,0.314,0.1,0.2,0.332842712474619,0.262132034355964
"19",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0,0,0.05,0.95,0,0,0,0,0,0,0,0,0,-1.11022302462516e-16,-1.11022302462516e-16
"20",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.05,0,0.05,0.95,0.025,0.025,0.1,0,0.1,0.013,0.1,0,0.1,0.0657455532033677,0.0341227766016838
"21",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.1,0,0.05,0.95,0.05,0.05,0.2,0,0.2,0.025,0.2,0,0.2,0.136491106406735,0.0732455532033676
"22",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.05,0,0,0.05,0.95,0.05,0.05,0.067,0.05,0,0.05,0.057,0.05,0,0.0682455532033674,0.0682455532033674
"23",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.05,0.05,0,0.05,0.95,0.075,0.075,0.167,0.05,0.1,0.062,0.157,0.05,0.1,0.138991106406735,0.107368329805051
"24",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.05,0.1,0,0.05,0.95,0.1,0.1,0.267,0.05,0.2,0.075,0.257,0.05,0.2,0.214736659610103,0.151491106406735
"25",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0,0,0.05,0.95,0.1,0.1,0.133,0.1,0,0.1,0.114,0.1,0,0.146491106406735,0.146491106406735
"26",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.05,0,0.05,0.95,0.125,0.125,0.233,0.1,0.1,0.113,0.214,0.1,0.1,0.222236659610103,0.190613883008419
"27",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.1,0,0.05,0.95,0.15,0.15,0.333,0.1,0.2,0.125,0.314,0.1,0.2,0.30298221281347,0.239736659610103
"28",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0,0,0,0.05,0.95,0,0,0,0,0,0,0,0,0,0,0
"29",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0,0.05,0,0.05,0.95,0.025,0.025,0.1,0,0.1,0.013,0.1,0,0.1,0.0732106781186548,0.0378553390593273
"30",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0,0.1,0,0.05,0.95,0.05,0.05,0.2,0,0.2,0.025,0.2,0,0.2,0.151421356237309,0.0807106781186548
"31",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.05,0,0,0.05,0.95,0.05,0.05,0.067,0.05,0,0.05,0.057,0.05,0,0.0757106781186547,0.0757106781186547
"32",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.05,0.05,0,0.05,0.95,0.075,0.075,0.167,0.05,0.1,0.062,0.157,0.05,0.1,0.15392135623731,0.118566017177982
"33",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.05,0.1,0,0.05,0.95,0.1,0.1,0.267,0.05,0.2,0.075,0.257,0.05,0.2,0.237132034355964,0.16642135623731
"34",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.1,0,0,0.05,0.95,0.1,0.1,0.133,0.1,0,0.1,0.114,0.1,0,0.16142135623731,0.16142135623731
"35",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.1,0.05,0,0.05,0.95,0.125,0.125,0.233,0.1,0.1,0.113,0.214,0.1,0.1,0.244632034355964,0.209276695296637
"36",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.1,0.1,0,0.05,0.95,0.15,0.15,0.333,0.1,0.2,0.125,0.314,0.1,0.2,0.332842712474619,0.262132034355964
"37",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0,0,0.1,0.9,0,0,0,0,0,0,0,0,0,-1.11022302462516e-16,-1.11022302462516e-16
"38",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.05,0,0.1,0.9,0.025,0.025,0.1,0,0.1,0.012,0.1,0,0.1,0.0657455532033677,0.0341227766016838
"39",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.1,0,0.1,0.9,0.05,0.05,0.2,0,0.2,0.025,0.2,0,0.2,0.136491106406735,0.0732455532033676
"40",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.05,0,0,0.1,0.9,0.05,0.05,0.067,0.05,0,0.05,0.057,0.05,0,0.0682455532033674,0.0682455532033674
"41",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.05,0.05,0,0.1,0.9,0.075,0.075,0.167,0.05,0.1,0.062,0.157,0.05,0.1,0.138991106406735,0.107368329805051
"42",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.05,0.1,0,0.1,0.9,0.1,0.1,0.267,0.05,0.2,0.075,0.257,0.05,0.2,0.214736659610103,0.151491106406735
"43",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0,0,0.1,0.9,0.1,0.1,0.133,0.1,0,0.1,0.114,0.1,0,0.146491106406735,0.146491106406735
"44",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.05,0,0.1,0.9,0.125,0.125,0.233,0.1,0.1,0.113,0.214,0.1,0.1,0.222236659610103,0.190613883008419
"45",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.1,0,0.1,0.9,0.15,0.15,0.333,0.1,0.2,0.125,0.314,0.1,0.2,0.30298221281347,0.239736659610103
"46",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0,0,0,0.1,0.9,0,0,0,0,0,0,0,0,0,0,0
"47",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0,0.05,0,0.1,0.9,0.025,0.025,0.1,0,0.1,0.013,0.1,0,0.1,0.0732106781186548,0.0378553390593273
"48",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0,0.1,0,0.1,0.9,0.05,0.05,0.2,0,0.2,0.025,0.2,0,0.2,0.151421356237309,0.0807106781186548
"49",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.05,0,0,0.1,0.9,0.05,0.05,0.067,0.05,0,0.05,0.057,0.05,0,0.0757106781186547,0.0757106781186547
"50",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.05,0.05,0,0.1,0.9,0.075,0.075,0.167,0.05,0.1,0.062,0.157,0.05,0.1,0.15392135623731,0.118566017177982
"51",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.05,0.1,0,0.1,0.9,0.1,0.1,0.267,0.05,0.2,0.075,0.257,0.05,0.2,0.237132034355964,0.16642135623731
"52",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.1,0,0,0.1,0.9,0.1,0.1,0.133,0.1,0,0.1,0.114,0.1,0,0.16142135623731,0.16142135623731
"53",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.1,0.05,0,0.1,0.9,0.125,0.125,0.233,0.1,0.1,0.112,0.214,0.1,0.1,0.244632034355964,0.209276695296637
"54",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.1,0.1,0,0.1,0.9,0.15,0.15,0.333,0.1,0.2,0.125,0.314,0.1,0.2,0.332842712474619,0.262132034355964
"55",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0,0,0.15,0.85,0,0,0,0,0,0,0,0,0,-1.11022302462516e-16,-1.11022302462516e-16
"56",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.05,0,0.15,0.85,0.025,0.025,0.1,0,0.1,0.012,0.1,0,0.1,0.0657455532033677,0.0341227766016838
"57",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.1,0,0.15,0.85,0.05,0.05,0.2,0,0.2,0.025,0.2,0,0.2,0.136491106406735,0.0732455532033676
"58",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.05,0,0,0.15,0.85,0.05,0.05,0.067,0.05,0,0.05,0.057,0.05,0,0.0682455532033674,0.0682455532033674
"59",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.05,0.05,0,0.15,0.85,0.075,0.075,0.167,0.05,0.1,0.063,0.157,0.05,0.1,0.138991106406735,0.107368329805051
"60",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.05,0.1,0,0.15,0.85,0.1,0.1,0.267,0.05,0.2,0.075,0.257,0.05,0.2,0.214736659610103,0.151491106406735
"61",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0,0,0.15,0.85,0.1,0.1,0.133,0.1,0,0.1,0.114,0.1,0,0.146491106406735,0.146491106406735
"62",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.05,0,0.15,0.85,0.125,0.125,0.233,0.1,0.1,0.112,0.214,0.1,0.1,0.222236659610103,0.190613883008419
"63",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.1,0,0.15,0.85,0.15,0.15,0.333,0.1,0.2,0.125,0.314,0.1,0.2,0.30298221281347,0.239736659610103
"64",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0,0,0,0.15,0.85,0,0,0,0,0,0,0,0,0,0,0
"65",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0,0.05,0,0.15,0.85,0.025,0.025,0.1,0,0.1,0.013,0.1,0,0.1,0.0732106781186548,0.0378553390593273
"66",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0,0.1,0,0.15,0.85,0.05,0.05,0.2,0,0.2,0.025,0.2,0,0.2,0.151421356237309,0.0807106781186548
"67",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.05,0,0,0.15,0.85,0.05,0.05,0.067,0.05,0,0.05,0.057,0.05,0,0.0757106781186547,0.0757106781186547
"68",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.05,0.05,0,0.15,0.85,0.075,0.075,0.167,0.05,0.1,0.062,0.157,0.05,0.1,0.15392135623731,0.118566017177982
"69",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.05,0.1,0,0.15,0.85,0.1,0.1,0.267,0.05,0.2,0.075,0.257,0.05,0.2,0.237132034355964,0.16642135623731
"70",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.1,0,0,0.15,0.85,0.1,0.1,0.133,0.1,0,0.1,0.114,0.1,0,0.16142135623731,0.16142135623731
"71",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.1,0.05,0,0.15,0.85,0.125,0.125,0.233,0.1,0.1,0.112,0.214,0.1,0.1,0.244632034355964,0.209276695296637
"72",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.1,0.1,0,0.15,0.85,0.15,0.15,0.333,0.1,0.2,0.125,0.314,0.1,0.2,0.332842712474619,0.262132034355964
"73",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0,0,0.15,0.85,0,0,0,0,0,0,0,0,0,-1.11022302462516e-16,-1.11022302462516e-16
"74",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.05,0,0.15,0.85,0.025,0.025,0.1,0,0.1,0.012,0.1,0,0.1,0.0657455532033677,0.0341227766016838
"75",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.1,0,0.15,0.85,0.05,0.05,0.2,0,0.2,0.025,0.2,0,0.2,0.136491106406735,0.0732455532033676
"76",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.05,0,0,0.15,0.85,0.05,0.05,0.067,0.05,0,0.05,0.057,0.05,0,0.0682455532033674,0.0682455532033674
"77",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.05,0.05,0,0.15,0.85,0.075,0.075,0.167,0.05,0.1,0.063,0.157,0.05,0.1,0.138991106406735,0.107368329805051
"78",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.05,0.1,0,0.15,0.85,0.1,0.1,0.267,0.05,0.2,0.075,0.257,0.05,0.2,0.214736659610103,0.151491106406735
"79",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0,0,0.15,0.85,0.1,0.1,0.133,0.1,0,0.1,0.114,0.1,0,0.146491106406735,0.146491106406735
"80",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.05,0,0.15,0.85,0.125,0.125,0.233,0.1,0.1,0.112,0.214,0.1,0.1,0.222236659610103,0.190613883008419
"81",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.1,0,0.15,0.85,0.15,0.15,0.333,0.1,0.2,0.125,0.314,0.1,0.2,0.30298221281347,0.239736659610103
"82",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0,0,0,0.15,0.85,0,0,0,0,0,0,0,0,0,0,0
"83",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0,0.05,0,0.15,0.85,0.025,0.025,0.1,0,0.1,0.013,0.1,0,0.1,0.0732106781186548,0.0378553390593273
"84",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0,0.1,0,0.15,0.85,0.05,0.05,0.2,0,0.2,0.025,0.2,0,0.2,0.151421356237309,0.0807106781186548
"85",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.05,0,0,0.15,0.85,0.05,0.05,0.067,0.05,0,0.05,0.057,0.05,0,0.0757106781186547,0.0757106781186547
"86",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.05,0.05,0,0.15,0.85,0.075,0.075,0.167,0.05,0.1,0.062,0.157,0.05,0.1,0.15392135623731,0.118566017177982
"87",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.05,0.1,0,0.15,0.85,0.1,0.1,0.267,0.05,0.2,0.075,0.257,0.05,0.2,0.237132034355964,0.16642135623731
"88",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.1,0,0,0.15,0.85,0.1,0.1,0.133,0.1,0,0.1,0.114,0.1,0,0.16142135623731,0.16142135623731
"89",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.1,0.05,0,0.15,0.85,0.125,0.125,0.233,0.1,0.1,0.112,0.214,0.1,0.1,0.244632034355964,0.209276695296637
"90",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.1,0.1,0,0.15,0.85,0.15,0.15,0.333,0.1,0.2,0.125,0.314,0.1,0.2,0.332842712474619,0.262132034355964
"91",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0,0,0.15,0.85,0,0,0,0,0,0,0,0,0,-1.11022302462516e-16,-1.11022302462516e-16
"92",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.05,0,0.15,0.85,0.025,0.025,0.1,0,0.1,0.012,0.1,0,0.1,0.0657455532033677,0.0341227766016838
"93",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.1,0,0.15,0.85,0.05,0.05,0.2,0,0.2,0.025,0.2,0,0.2,0.136491106406735,0.0732455532033676
"94",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.05,0,0,0.15,0.85,0.05,0.05,0.067,0.05,0,0.05,0.057,0.05,0,0.0682455532033674,0.0682455532033674
"95",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.05,0.05,0,0.15,0.85,0.075,0.075,0.167,0.05,0.1,0.063,0.157,0.05,0.1,0.138991106406735,0.107368329805051
"96",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.05,0.1,0,0.15,0.85,0.1,0.1,0.267,0.05,0.2,0.075,0.257,0.05,0.2,0.214736659610103,0.151491106406735
"97",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0,0,0.15,0.85,0.1,0.1,0.133,0.1,0,0.1,0.114,0.1,0,0.146491106406735,0.146491106406735
"98",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.05,0,0.15,0.85,0.125,0.125,0.233,0.1,0.1,0.112,0.214,0.1,0.1,0.222236659610103,0.190613883008419
"99",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.1,0,0.15,0.85,0.15,0.15,0.333,0.1,0.2,0.125,0.314,0.1,0.2,0.30298221281347,0.239736659610103
"100",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0,0,0,0.15,0.85,0,0,0,0,0,0,0,0,0,0,0
"101",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0,0.05,0,0.15,0.85,0.025,0.025,0.1,0,0.1,0.013,0.1,0,0.1,0.0732106781186548,0.0378553390593273
"102",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0,0.1,0,0.15,0.85,0.05,0.05,0.2,0,0.2,0.025,0.2,0,0.2,0.151421356237309,0.0807106781186548
"103",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.05,0,0,0.15,0.85,0.05,0.05,0.067,0.05,0,0.05,0.057,0.05,0,0.0757106781186547,0.0757106781186547
"104",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.05,0.05,0,0.15,0.85,0.075,0.075,0.167,0.05,0.1,0.062,0.157,0.05,0.1,0.15392135623731,0.118566017177982
"105",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.05,0.1,0,0.15,0.85,0.1,0.1,0.267,0.05,0.2,0.075,0.257,0.05,0.2,0.237132034355964,0.16642135623731
"106",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.1,0,0,0.15,0.85,0.1,0.1,0.133,0.1,0,0.1,0.114,0.1,0,0.16142135623731,0.16142135623731
"107",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.1,0.05,0,0.15,0.85,0.125,0.125,0.233,0.1,0.1,0.112,0.214,0.1,0.1,0.244632034355964,0.209276695296637
"108",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.1,0.1,0,0.15,0.85,0.15,0.15,0.333,0.1,0.2,0.125,0.314,0.1,0.2,0.332842712474619,0.262132034355964
"109",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0,0,0.15,0.85,0,0,0,0,0,0,0,0,0,-1.11022302462516e-16,-1.11022302462516e-16
"110",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.05,0,0.15,0.85,0.025,0.025,0.1,0,0.1,0.012,0.1,0,0.1,0.0657455532033677,0.0341227766016838
"111",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.1,0,0.15,0.85,0.05,0.05,0.2,0,0.2,0.025,0.2,0,0.2,0.136491106406735,0.0732455532033676
"112",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.05,0,0,0.15,0.85,0.05,0.05,0.067,0.05,0,0.05,0.057,0.05,0,0.0682455532033674,0.0682455532033674
"113",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.05,0.05,0,0.15,0.85,0.075,0.075,0.167,0.05,0.1,0.063,0.157,0.05,0.1,0.138991106406735,0.107368329805051
"114",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.05,0.1,0,0.15,0.85,0.1,0.1,0.267,0.05,0.2,0.075,0.257,0.05,0.2,0.214736659610103,0.151491106406735
"115",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0,0,0.15,0.85,0.1,0.1,0.133,0.1,0,0.1,0.114,0.1,0,0.146491106406735,0.146491106406735
"116",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.05,0,0.15,0.85,0.125,0.125,0.233,0.1,0.1,0.112,0.214,0.1,0.1,0.222236659610103,0.190613883008419
"117",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.1,0,0.15,0.85,0.15,0.15,0.333,0.1,0.2,0.125,0.314,0.1,0.2,0.30298221281347,0.239736659610103
"118",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0,0,0,0.15,0.85,0,0,0,0,0,0,0,0,0,0,0
"119",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0,0.05,0,0.15,0.85,0.025,0.025,0.1,0,0.1,0.013,0.1,0,0.1,0.0732106781186548,0.0378553390593273
"120",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0,0.1,0,0.15,0.85,0.05,0.05,0.2,0,0.2,0.025,0.2,0,0.2,0.151421356237309,0.0807106781186548
"121",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.05,0,0,0.15,0.85,0.05,0.05,0.067,0.05,0,0.05,0.057,0.05,0,0.0757106781186547,0.0757106781186547
"122",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.05,0.05,0,0.15,0.85,0.075,0.075,0.167,0.05,0.1,0.062,0.157,0.05,0.1,0.15392135623731,0.118566017177982
"123",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.05,0.1,0,0.15,0.85,0.1,0.1,0.267,0.05,0.2,0.075,0.257,0.05,0.2,0.237132034355964,0.16642135623731
"124",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.1,0,0,0.15,0.85,0.1,0.1,0.133,0.1,0,0.1,0.114,0.1,0,0.16142135623731,0.16142135623731
"125",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.1,0.05,0,0.15,0.85,0.125,0.125,0.233,0.1,0.1,0.112,0.214,0.1,0.1,0.244632034355964,0.209276695296637
"126",4000,4000,0.707106781186548,0.447213595499958,0.547722557505166,0.1,0.1,0,0.15,0.85,0.15,0.15,0.333,0.1,0.2,0.125,0.314,0.1,0.2,0.332842712474619,0.262132034355964
