"","nmz","ndz","a","c","e","g","b","x","PGS","A","e1","e2","e3","e4","e5","e6","e7","e8","Smz","Sdz"
"104",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.1,0,0.1,0.9,0.09,0.223,0.04,0.2,0.14,0.227,0.04,0.2,0.166589327688082,0.103343774484715
"105",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.1,0,0.1,0.9,0.13,0.246,0.08,0.2,0.18,0.253,0.08,0.2,0.198287548969429,0.135041995766061
"106",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.1,0,0.1,0.9,0.17,0.269,0.12,0.2,0.22,0.28,0.12,0.2,0.231585770250776,0.168340217047409
"107",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.1,0,0.1,0.9,0.21,0.291,0.16,0.2,0.26,0.307,0.16,0.2,0.266483991532123,0.203238438328756
"108",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.1,0,0.1,0.9,0.25,0.314,0.2,0.2,0.3,0.333,0.2,0.2,0.30298221281347,0.239736659610103
"109",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0,0,0.15,0.85,0,0,0,0,0,0,0,0,-1.11022302462516e-16,-1.11022302462516e-16
"110",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0,0,0.15,0.85,0.04,0.023,0.04,0,0.04,0.027,0.04,0,0.026098221281347,0.026098221281347
"111",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0,0,0.15,0.85,0.08,0.046,0.08,0,0.08,0.053,0.08,0,0.0537964425626938,0.0537964425626938
"112",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0,0,0.15,0.85,0.12,0.069,0.12,0,0.12,0.08,0.12,0,0.0830946638440411,0.0830946638440411
"113",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0,0,0.15,0.85,0.16,0.091,0.16,0,0.16,0.107,0.16,0,0.113992885125388,0.113992885125388
"114",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0,0,0.15,0.85,0.2,0.114,0.2,0,0.2,0.133,0.2,0,0.146491106406735,0.146491106406735
"115",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.02,0,0.15,0.85,0.01,0.04,0,0.04,0.02,0.04,0,0.04,0.0256982212813468,0.0130491106406734
"116",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.02,0,0.15,0.85,0.05,0.063,0.04,0.04,0.06,0.067,0.04,0.04,0.0525964425626939,0.0399473319220205
"117",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.02,0,0.15,0.85,0.09,0.086,0.08,0.04,0.1,0.093,0.08,0.04,0.0810946638440408,0.0684455532033674
"118",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.02,0,0.15,0.85,0.13,0.109,0.12,0.04,0.14,0.12,0.12,0.04,0.111192885125388,0.0985437744847144
"119",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.02,0,0.15,0.85,0.17,0.131,0.16,0.04,0.18,0.147,0.16,0.04,0.142891106406735,0.130241995766061
