"","nmz","ndz","a","c","e","g","b","x","PGS","A","p1","p2","p3","p4","p5","p6","p7","p8","p9","Smz","Sdz"
"132",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.1,0,0.15,0.85,0.735,0.902,0.998,0.254,0.654,0.895,1,0.514,0.929,0.231585770250776,0.168340217047409
"133",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0,0,0.15,0.85,0.486,0.653,0.445,0.419,0.05,0.878,0.458,0.789,0.05,0.113992885125388,0.113992885125388
"134",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.02,0,0.15,0.85,0.575,0.771,0.713,0.431,0.077,0.915,0.767,0.79,0.104,0.142891106406735,0.130241995766061
"135",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.04,0,0.15,0.85,0.66,0.859,0.894,0.427,0.156,0.937,0.938,0.777,0.266,0.172589327688082,0.147291106406735
"136",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.06,0,0.15,0.85,0.736,0.905,0.977,0.41,0.292,0.951,0.993,0.762,0.523,0.203087548969429,0.165140217047409
"137",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.08,0,0.15,0.85,0.801,0.935,0.994,0.403,0.461,0.963,0.999,0.754,0.767,0.234385770250776,0.183789327688082
"138",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.1,0,0.15,0.85,0.855,0.967,1,0.4,0.648,0.974,1,0.74,0.912,0.266483991532123,0.203238438328756
"139",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0,0,0.15,0.85,0.66,0.848,0.603,0.606,0.05,0.975,0.63,0.933,0.05,0.146491106406735,0.146491106406735
"140",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.02,0,0.15,0.85,0.737,0.901,0.847,0.584,0.076,0.981,0.896,0.921,0.104,0.176189327688082,0.163540217047409
"141",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.04,0,0.15,0.85,0.802,0.942,0.956,0.578,0.155,0.987,0.98,0.917,0.272,0.206687548969429,0.181389327688082
"142",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.06,0,0.15,0.85,0.856,0.964,0.991,0.574,0.295,0.989,0.998,0.905,0.517,0.237985770250776,0.200038438328756
"143",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.08,0,0.15,0.85,0.898,0.977,0.999,0.545,0.45,0.993,1,0.897,0.754,0.270083991532123,0.219487548969429
"144",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.1,0,0.15,0.85,0.93,0.987,1,0.535,0.625,0.995,1,0.896,0.919,0.30298221281347,0.239736659610103
"145",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0,0,0.15,0.85,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,-1.11022302462516e-16,-1.11022302462516e-16
"146",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.02,0,0.15,0.85,0.057,0.061,0.112,0.05,0.081,0.055,0.138,0.05,0.111,0.0256982212813468,0.0130491106406734
"147",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.04,0,0.15,0.85,0.079,0.096,0.288,0.05,0.166,0.069,0.391,0.05,0.28,0.052196442562694,0.0268982212813471
"148",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.06,0,0.15,0.85,0.115,0.15,0.567,0.05,0.328,0.092,0.713,0.05,0.559,0.079494663844041,0.0415473319220205
"149",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.08,0,0.15,0.85,0.166,0.238,0.809,0.05,0.493,0.124,0.924,0.05,0.778,0.107592885125388,0.0569964425626939
"150",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.1,0,0.15,0.85,0.231,0.34,0.943,0.05,0.679,0.168,0.989,0.05,0.932,0.136491106406735,0.0732455532033676
"151",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0,0,0.15,0.85,0.079,0.095,0.077,0.074,0.05,0.129,0.077,0.111,0.05,0.026098221281347,0.026098221281347
"152",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.02,0,0.15,0.85,0.115,0.152,0.215,0.075,0.079,0.172,0.262,0.11,0.108,0.0525964425626939,0.0399473319220205
"153",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.04,0,0.15,0.85,0.167,0.232,0.452,0.073,0.157,0.224,0.553,0.108,0.269,0.079894663844041,0.0545964425626941
"154",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.06,0,0.15,0.85,0.232,0.336,0.739,0.074,0.32,0.286,0.859,0.109,0.563,0.107992885125388,0.0700455532033675
"155",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.08,0,0.15,0.85,0.309,0.442,0.929,0.072,0.494,0.358,0.979,0.108,0.811,0.136891106406735,0.0862946638440412
"156",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.1,0,0.15,0.85,0.394,0.553,0.98,0.073,0.682,0.415,0.997,0.105,0.933,0.166589327688082,0.103343774484715
"157",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0,0,0.15,0.85,0.167,0.239,0.156,0.154,0.05,0.379,0.158,0.311,0.05,0.0537964425626938,0.0537964425626938
"158",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.02,0,0.15,0.85,0.232,0.329,0.375,0.144,0.077,0.434,0.431,0.289,0.105,0.0810946638440408,0.0684455532033674
"159",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.04,0,0.15,0.85,0.309,0.474,0.635,0.154,0.163,0.507,0.733,0.286,0.273,0.109192885125388,0.083894663844041
"160",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.06,0,0.15,0.85,0.395,0.568,0.862,0.147,0.309,0.586,0.937,0.285,0.539,0.138091106406735,0.100143774484715
"161",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.08,0,0.15,0.85,0.484,0.671,0.956,0.144,0.478,0.641,0.989,0.275,0.769,0.167789327688082,0.117192885125388
"162",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.1,0,0.15,0.85,0.573,0.752,0.992,0.137,0.647,0.688,0.999,0.264,0.924,0.198287548969429,0.135041995766061
"163",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0,0,0.15,0.85,0.309,0.461,0.276,0.277,0.05,0.664,0.282,0.554,0.05,0.0830946638440411,0.0830946638440411
"164",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.02,0,0.15,0.85,0.395,0.573,0.546,0.272,0.077,0.739,0.611,0.561,0.105,0.111192885125388,0.0985437744847144
"165",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.04,0,0.15,0.85,0.485,0.675,0.801,0.261,0.158,0.785,0.873,0.545,0.276,0.140091106406735,0.114792885125388
"166",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.06,0,0.15,0.85,0.575,0.762,0.937,0.26,0.301,0.826,0.975,0.529,0.527,0.169789327688082,0.131841995766062
"167",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.08,0,0.15,0.85,0.659,0.823,0.987,0.251,0.484,0.856,0.998,0.515,0.785,0.200287548969429,0.149691106406735
"168",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.1,0,0.15,0.85,0.735,0.902,0.998,0.254,0.654,0.895,1,0.514,0.929,0.231585770250776,0.168340217047409
"169",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0,0,0.15,0.85,0.486,0.653,0.445,0.419,0.05,0.878,0.458,0.789,0.05,0.113992885125388,0.113992885125388
"170",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.02,0,0.15,0.85,0.575,0.771,0.713,0.431,0.077,0.915,0.767,0.79,0.104,0.142891106406735,0.130241995766061
"171",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.04,0,0.15,0.85,0.66,0.859,0.894,0.427,0.156,0.937,0.938,0.777,0.266,0.172589327688082,0.147291106406735
"172",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.06,0,0.15,0.85,0.736,0.905,0.977,0.41,0.292,0.951,0.993,0.762,0.523,0.203087548969429,0.165140217047409
"173",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.08,0,0.15,0.85,0.801,0.935,0.994,0.403,0.461,0.963,0.999,0.754,0.767,0.234385770250776,0.183789327688082
"174",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.1,0,0.15,0.85,0.855,0.967,1,0.4,0.648,0.974,1,0.74,0.912,0.266483991532123,0.203238438328756
"175",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0,0,0.15,0.85,0.66,0.848,0.603,0.606,0.05,0.975,0.63,0.933,0.05,0.146491106406735,0.146491106406735
"176",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.02,0,0.15,0.85,0.737,0.901,0.847,0.584,0.076,0.981,0.896,0.921,0.104,0.176189327688082,0.163540217047409
"177",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.04,0,0.15,0.85,0.802,0.942,0.956,0.578,0.155,0.987,0.98,0.917,0.272,0.206687548969429,0.181389327688082
"178",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.06,0,0.15,0.85,0.856,0.964,0.991,0.574,0.295,0.989,0.998,0.905,0.517,0.237985770250776,0.200038438328756
"179",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.08,0,0.15,0.85,0.898,0.977,0.999,0.545,0.45,0.993,1,0.897,0.754,0.270083991532123,0.219487548969429
"180",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.1,0,0.15,0.85,0.93,0.987,1,0.535,0.625,0.995,1,0.896,0.919,0.30298221281347,0.239736659610103
"181",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0,0,0.15,0.85,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,-1.11022302462516e-16,-1.11022302462516e-16
"182",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.02,0,0.15,0.85,0.057,0.061,0.112,0.05,0.081,0.055,0.138,0.05,0.111,0.0256982212813468,0.0130491106406734
"183",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.04,0,0.15,0.85,0.079,0.096,0.288,0.05,0.166,0.069,0.391,0.05,0.28,0.052196442562694,0.0268982212813471
"184",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.06,0,0.15,0.85,0.115,0.15,0.567,0.05,0.328,0.092,0.713,0.05,0.559,0.079494663844041,0.0415473319220205
"185",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.08,0,0.15,0.85,0.166,0.238,0.809,0.05,0.493,0.124,0.924,0.05,0.778,0.107592885125388,0.0569964425626939
"186",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.1,0,0.15,0.85,0.231,0.34,0.943,0.05,0.679,0.168,0.989,0.05,0.932,0.136491106406735,0.0732455532033676
"187",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0,0,0.15,0.85,0.079,0.095,0.077,0.074,0.05,0.129,0.077,0.111,0.05,0.026098221281347,0.026098221281347
"188",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.02,0,0.15,0.85,0.115,0.152,0.215,0.075,0.079,0.172,0.262,0.11,0.108,0.0525964425626939,0.0399473319220205
"189",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.04,0,0.15,0.85,0.167,0.232,0.452,0.073,0.157,0.224,0.553,0.108,0.269,0.079894663844041,0.0545964425626941
"190",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.06,0,0.15,0.85,0.232,0.336,0.739,0.074,0.32,0.286,0.859,0.109,0.563,0.107992885125388,0.0700455532033675
"191",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.08,0,0.15,0.85,0.309,0.442,0.929,0.072,0.494,0.358,0.979,0.108,0.811,0.136891106406735,0.0862946638440412
"192",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.1,0,0.15,0.85,0.394,0.553,0.98,0.073,0.682,0.415,0.997,0.105,0.933,0.166589327688082,0.103343774484715
"193",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0,0,0.15,0.85,0.167,0.239,0.156,0.154,0.05,0.379,0.158,0.311,0.05,0.0537964425626938,0.0537964425626938
"194",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.02,0,0.15,0.85,0.232,0.329,0.375,0.144,0.077,0.434,0.431,0.289,0.105,0.0810946638440408,0.0684455532033674
"195",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.04,0,0.15,0.85,0.309,0.474,0.635,0.154,0.163,0.507,0.733,0.286,0.273,0.109192885125388,0.083894663844041
"196",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.06,0,0.15,0.85,0.395,0.568,0.862,0.147,0.309,0.586,0.937,0.285,0.539,0.138091106406735,0.100143774484715
"197",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.08,0,0.15,0.85,0.484,0.671,0.956,0.144,0.478,0.641,0.989,0.275,0.769,0.167789327688082,0.117192885125388
"198",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.1,0,0.15,0.85,0.573,0.752,0.992,0.137,0.647,0.688,0.999,0.264,0.924,0.198287548969429,0.135041995766061
"199",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0,0,0.15,0.85,0.309,0.461,0.276,0.277,0.05,0.664,0.282,0.554,0.05,0.0830946638440411,0.0830946638440411
"200",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.02,0,0.15,0.85,0.395,0.573,0.546,0.272,0.077,0.739,0.611,0.561,0.105,0.111192885125388,0.0985437744847144
"201",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.04,0,0.15,0.85,0.485,0.675,0.801,0.261,0.158,0.785,0.873,0.545,0.276,0.140091106406735,0.114792885125388
"202",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.06,0,0.15,0.85,0.575,0.762,0.937,0.26,0.301,0.826,0.975,0.529,0.527,0.169789327688082,0.131841995766062
"203",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.08,0,0.15,0.85,0.659,0.823,0.987,0.251,0.484,0.856,0.998,0.515,0.785,0.200287548969429,0.149691106406735
"204",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.1,0,0.15,0.85,0.735,0.902,0.998,0.254,0.654,0.895,1,0.514,0.929,0.231585770250776,0.168340217047409
"205",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0,0,0.15,0.85,0.486,0.653,0.445,0.419,0.05,0.878,0.458,0.789,0.05,0.113992885125388,0.113992885125388
"206",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.02,0,0.15,0.85,0.575,0.771,0.713,0.431,0.077,0.915,0.767,0.79,0.104,0.142891106406735,0.130241995766061
"207",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.04,0,0.15,0.85,0.66,0.859,0.894,0.427,0.156,0.937,0.938,0.777,0.266,0.172589327688082,0.147291106406735
"208",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.06,0,0.15,0.85,0.736,0.905,0.977,0.41,0.292,0.951,0.993,0.762,0.523,0.203087548969429,0.165140217047409
"209",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.08,0,0.15,0.85,0.801,0.935,0.994,0.403,0.461,0.963,0.999,0.754,0.767,0.234385770250776,0.183789327688082
"210",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.1,0,0.15,0.85,0.855,0.967,1,0.4,0.648,0.974,1,0.74,0.912,0.266483991532123,0.203238438328756
"211",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0,0,0.15,0.85,0.66,0.848,0.603,0.606,0.05,0.975,0.63,0.933,0.05,0.146491106406735,0.146491106406735
"212",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.02,0,0.15,0.85,0.737,0.901,0.847,0.584,0.076,0.981,0.896,0.921,0.104,0.176189327688082,0.163540217047409
"213",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.04,0,0.15,0.85,0.802,0.942,0.956,0.578,0.155,0.987,0.98,0.917,0.272,0.206687548969429,0.181389327688082
"214",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.06,0,0.15,0.85,0.856,0.964,0.991,0.574,0.295,0.989,0.998,0.905,0.517,0.237985770250776,0.200038438328756
"215",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.08,0,0.15,0.85,0.898,0.977,0.999,0.545,0.45,0.993,1,0.897,0.754,0.270083991532123,0.219487548969429
"216",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.1,0,0.15,0.85,0.93,0.987,1,0.535,0.625,0.995,1,0.896,0.919,0.30298221281347,0.239736659610103
"217",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0,0,0.15,0.85,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,-1.11022302462516e-16,-1.11022302462516e-16
"218",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.02,0,0.15,0.85,0.057,0.061,0.112,0.05,0.081,0.055,0.138,0.05,0.111,0.0256982212813468,0.0130491106406734
"219",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.04,0,0.15,0.85,0.079,0.096,0.288,0.05,0.166,0.069,0.391,0.05,0.28,0.052196442562694,0.0268982212813471
"220",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.06,0,0.15,0.85,0.115,0.15,0.567,0.05,0.328,0.092,0.713,0.05,0.559,0.079494663844041,0.0415473319220205
"221",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.08,0,0.15,0.85,0.166,0.238,0.809,0.05,0.493,0.124,0.924,0.05,0.778,0.107592885125388,0.0569964425626939
"222",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.1,0,0.15,0.85,0.231,0.34,0.943,0.05,0.679,0.168,0.989,0.05,0.932,0.136491106406735,0.0732455532033676
"223",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0,0,0.15,0.85,0.079,0.095,0.077,0.074,0.05,0.129,0.077,0.111,0.05,0.026098221281347,0.026098221281347
"224",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.02,0,0.15,0.85,0.115,0.152,0.215,0.075,0.079,0.172,0.262,0.11,0.108,0.0525964425626939,0.0399473319220205
"225",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.04,0,0.15,0.85,0.167,0.232,0.452,0.073,0.157,0.224,0.553,0.108,0.269,0.079894663844041,0.0545964425626941
"226",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.06,0,0.15,0.85,0.232,0.336,0.739,0.074,0.32,0.286,0.859,0.109,0.563,0.107992885125388,0.0700455532033675
"227",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.08,0,0.15,0.85,0.309,0.442,0.929,0.072,0.494,0.358,0.979,0.108,0.811,0.136891106406735,0.0862946638440412
"228",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.1,0,0.15,0.85,0.394,0.553,0.98,0.073,0.682,0.415,0.997,0.105,0.933,0.166589327688082,0.103343774484715
"229",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0,0,0.15,0.85,0.167,0.239,0.156,0.154,0.05,0.379,0.158,0.311,0.05,0.0537964425626938,0.0537964425626938
"230",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.02,0,0.15,0.85,0.232,0.329,0.375,0.144,0.077,0.434,0.431,0.289,0.105,0.0810946638440408,0.0684455532033674
"231",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.04,0,0.15,0.85,0.309,0.474,0.635,0.154,0.163,0.507,0.733,0.286,0.273,0.109192885125388,0.083894663844041
"232",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.06,0,0.15,0.85,0.395,0.568,0.862,0.147,0.309,0.586,0.937,0.285,0.539,0.138091106406735,0.100143774484715
"233",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.08,0,0.15,0.85,0.484,0.671,0.956,0.144,0.478,0.641,0.989,0.275,0.769,0.167789327688082,0.117192885125388
"234",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.1,0,0.15,0.85,0.573,0.752,0.992,0.137,0.647,0.688,0.999,0.264,0.924,0.198287548969429,0.135041995766061
"235",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0,0,0.15,0.85,0.309,0.461,0.276,0.277,0.05,0.664,0.282,0.554,0.05,0.0830946638440411,0.0830946638440411
"236",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.02,0,0.15,0.85,0.395,0.573,0.546,0.272,0.077,0.739,0.611,0.561,0.105,0.111192885125388,0.0985437744847144
"237",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.04,0,0.15,0.85,0.485,0.675,0.801,0.261,0.158,0.785,0.873,0.545,0.276,0.140091106406735,0.114792885125388
"238",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.06,0,0.15,0.85,0.575,0.762,0.937,0.26,0.301,0.826,0.975,0.529,0.527,0.169789327688082,0.131841995766062
"239",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.08,0,0.15,0.85,0.659,0.823,0.987,0.251,0.484,0.856,0.998,0.515,0.785,0.200287548969429,0.149691106406735
"240",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.1,0,0.15,0.85,0.735,0.902,0.998,0.254,0.654,0.895,1,0.514,0.929,0.231585770250776,0.168340217047409
"241",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0,0,0.15,0.85,0.486,0.653,0.445,0.419,0.05,0.878,0.458,0.789,0.05,0.113992885125388,0.113992885125388
"242",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.02,0,0.15,0.85,0.575,0.771,0.713,0.431,0.077,0.915,0.767,0.79,0.104,0.142891106406735,0.130241995766061
"243",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.04,0,0.15,0.85,0.66,0.859,0.894,0.427,0.156,0.937,0.938,0.777,0.266,0.172589327688082,0.147291106406735
"244",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.06,0,0.15,0.85,0.736,0.905,0.977,0.41,0.292,0.951,0.993,0.762,0.523,0.203087548969429,0.165140217047409
"245",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.08,0,0.15,0.85,0.801,0.935,0.994,0.403,0.461,0.963,0.999,0.754,0.767,0.234385770250776,0.183789327688082
"246",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.1,0,0.15,0.85,0.855,0.967,1,0.4,0.648,0.974,1,0.74,0.912,0.266483991532123,0.203238438328756
"247",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0,0,0.15,0.85,0.66,0.848,0.603,0.606,0.05,0.975,0.63,0.933,0.05,0.146491106406735,0.146491106406735
"248",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.02,0,0.15,0.85,0.737,0.901,0.847,0.584,0.076,0.981,0.896,0.921,0.104,0.176189327688082,0.163540217047409
"249",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.04,0,0.15,0.85,0.802,0.942,0.956,0.578,0.155,0.987,0.98,0.917,0.272,0.206687548969429,0.181389327688082
"250",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.06,0,0.15,0.85,0.856,0.964,0.991,0.574,0.295,0.989,0.998,0.905,0.517,0.237985770250776,0.200038438328756
"251",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.08,0,0.15,0.85,0.898,0.977,0.999,0.545,0.45,0.993,1,0.897,0.754,0.270083991532123,0.219487548969429
"252",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.1,0,0.15,0.85,0.93,0.987,1,0.535,0.625,0.995,1,0.896,0.919,0.30298221281347,0.239736659610103
