"","nmz","ndz","a","c","e","g","b","x","PGS","A","e1","e2","e3","e4","e5","e6","e7","e8","e9","e10","e11","e12","e13","e14","e15","e16","Smz","Sdz"
"92",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.03,0,0.1,0.9,0.097,0.076,0.08,0.03,0.097,0.076,0.08,0.03,0.097,0.076,0.08,0.03,0.104,0.083,0.08,0.03,0.157640217047409,0.138666551086398
"93",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.04,0,0.1,0.9,0.103,0.086,0.08,0.04,0.103,0.086,0.08,0.04,0.103,0.086,0.08,0.04,0.112,0.093,0.08,0.04,0.172589327688082,0.147291106406735
"94",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.05,0,0.1,0.9,0.109,0.096,0.08,0.05,0.109,0.096,0.08,0.05,0.109,0.096,0.08,0.05,0.12,0.103,0.08,0.05,0.187738438328756,0.156115661727072
"95",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.06,0,0.1,0.9,0.116,0.106,0.08,0.06,0.115,0.106,0.08,0.06,0.115,0.106,0.08,0.06,0.128,0.113,0.08,0.06,0.203087548969429,0.165140217047409
"96",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.07,0,0.1,0.9,0.122,0.116,0.08,0.07,0.121,0.116,0.08,0.07,0.121,0.116,0.08,0.07,0.136,0.123,0.08,0.07,0.218636659610103,0.174364772367746
"97",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.08,0,0.1,0.9,0.128,0.126,0.08,0.08,0.128,0.126,0.08,0.08,0.128,0.126,0.08,0.08,0.144,0.133,0.08,0.08,0.234385770250776,0.183789327688082
"98",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.09,0,0.1,0.9,0.134,0.136,0.08,0.09,0.134,0.136,0.08,0.09,0.134,0.136,0.08,0.09,0.153,0.143,0.08,0.09,0.25033488089145,0.193413883008419
"99",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.1,0,0.1,0.9,0.141,0.147,0.08,0.1,0.141,0.146,0.08,0.1,0.141,0.146,0.08,0.1,0.161,0.153,0.08,0.1,0.266483991532123,0.203238438328756
"100",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.09,0,0,0.1,0.9,0.09,0.052,0.09,0,0.09,0.052,0.09,0,0.09,0.052,0.09,0,0.09,0.06,0.09,0,0.130041995766061,0.130041995766061
"101",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.09,0.01,0,0.1,0.9,0.096,0.062,0.09,0.01,0.096,0.062,0.09,0.01,0.096,0.062,0.09,0.01,0.098,0.07,0.09,0.01,0.144591106406735,0.138266551086399
"102",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.09,0.02,0,0.1,0.9,0.101,0.072,0.09,0.02,0.101,0.072,0.09,0.02,0.101,0.072,0.09,0.02,0.106,0.08,0.09,0.02,0.159340217047409,0.146691106406735
"103",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.09,0.03,0,0.1,0.9,0.107,0.082,0.09,0.03,0.107,0.082,0.09,0.03,0.107,0.082,0.09,0.03,0.114,0.09,0.09,0.03,0.174289327688082,0.155315661727072
"104",4000,4000,0.632455532033676,0.547722557505166,0.547722557505166,0.09,0.04,0,0.1,0.9,0.113,0.092,0.09,0.04,0.113,0.092,0.09,0.04,0.113,0.092,0.09,0.04,0.122,0.1,0.09,0.04,0.189438438328756,0.164140217047409
