"","nmz","ndz","a","c","e","g","b","x","PGS","A","p1","p2","p3","p4","p5","p6","p7","p8","Smz","Sdz"
"104",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.1,0,0.1,0.9,0.962,0.999,0.101,0.936,0.956,0.995,0.08,0.787,0.166589327688082,0.103343774484715
"105",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.1,0,0.1,0.9,0.995,1,0.255,0.932,0.992,0.999,0.168,0.776,0.198287548969429,0.135041995766061
"106",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.1,0,0.1,0.9,1,1,0.482,0.926,0.999,1,0.31,0.765,0.231585770250776,0.168340217047409
"107",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.1,0,0.1,0.9,1,1,0.71,0.921,1,1,0.483,0.753,0.266483991532123,0.203238438328756
"108",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.1,0,0.1,0.9,1,1,0.87,0.915,1,1,0.653,0.742,0.30298221281347,0.239736659610103
"109",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0,0,0,0.15,0.85,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0
"110",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0,0,0.15,0.85,0.196,0.103,0.14,0.05,0.156,0.103,0.102,0.05,0.0260982212813471,0.0260982212813471
"111",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0,0,0.15,0.85,0.585,0.266,0.403,0.05,0.461,0.264,0.257,0.05,0.0537964425626939,0.0537964425626939
"112",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0,0,0.15,0.85,0.896,0.514,0.715,0.05,0.787,0.505,0.487,0.05,0.0830946638440412,0.0830946638440412
"113",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0,0,0.15,0.85,0.989,0.752,0.913,0.05,0.952,0.741,0.714,0.05,0.113992885125388,0.113992885125388
"114",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0,0,0.15,0.85,0.999,0.906,0.983,0.05,0.994,0.898,0.874,0.05,0.146491106406735,0.146491106406735
"115",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.02,0,0.15,0.85,0.106,0.202,0.05,0.144,0.111,0.173,0.05,0.11,0.0256982212813469,0.0130491106406735
"116",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.02,0,0.15,0.85,0.429,0.432,0.138,0.142,0.379,0.386,0.101,0.108,0.052596442562694,0.0399473319220206
"117",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.02,0,0.15,0.85,0.812,0.687,0.395,0.14,0.726,0.64,0.252,0.107,0.081094663844041,0.0684455532033676
"118",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.02,0,0.15,0.85,0.973,0.872,0.705,0.138,0.932,0.84,0.478,0.105,0.111192885125388,0.0985437744847145
"119",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.02,0,0.15,0.85,0.998,0.962,0.906,0.137,0.991,0.947,0.704,0.104,0.142891106406735,0.130241995766062
"120",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.02,0,0.15,0.85,1,0.992,0.981,0.135,0.999,0.987,0.866,0.102,0.176189327688082,0.163540217047409
"121",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.04,0,0.15,0.85,0.285,0.614,0.05,0.423,0.303,0.524,0.05,0.292,0.0521964425626941,0.0268982212813472
"122",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.04,0,0.15,0.85,0.697,0.829,0.136,0.417,0.658,0.761,0.099,0.286,0.0798946638440411,0.0545964425626943
"123",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.04,0,0.15,0.85,0.942,0.945,0.387,0.41,0.905,0.911,0.247,0.281,0.109192885125388,0.0838946638440411
"124",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.04,0,0.15,0.85,0.995,0.987,0.695,0.403,0.986,0.976,0.469,0.275,0.140091106406735,0.114792885125388
"125",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.04,0,0.15,0.85,1,0.998,0.9,0.397,0.999,0.995,0.694,0.269,0.172589327688082,0.147291106406735
"126",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.04,0,0.15,0.85,1,1,0.978,0.39,1,0.999,0.858,0.263,0.206687548969429,0.181389327688082
"127",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0,0.06,0,0.15,0.85,0.558,0.922,0.05,0.752,0.585,0.857,0.05,0.557,0.0794946638440411,0.0415473319220207
"128",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.02,0.06,0,0.15,0.85,0.889,0.981,0.134,0.744,0.87,0.956,0.098,0.547,0.107992885125388,0.0700455532033676
"129",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.04,0.06,0,0.15,0.85,0.988,0.997,0.379,0.735,0.978,0.99,0.243,0.537,0.138091106406735,0.100143774484715
"130",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.06,0.06,0,0.15,0.85,0.999,1,0.684,0.726,0.998,0.998,0.46,0.526,0.169789327688082,0.131841995766062
"131",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.08,0.06,0,0.15,0.85,1,1,0.893,0.717,1,1,0.684,0.516,0.203087548969429,0.165140217047409
"132",4000,8000,0.632455532033676,0.547722557505166,0.547722557505166,0.1,0.06,0,0.15,0.85,1,1,0.976,0.708,1,1,0.85,0.505,0.237985770250776,0.200038438328756
